theta_condition,seed,episode,label,duration,reward_count,wrong_arm_count,timeout_count
clean_theta,0,0,reached_goal,76.78000000000237,1,0,0
clean_theta,0,1,timeout,90.00999999999091,0,0,1
clean_theta,0,2,reached_goal,46.10999999995806,1,0,0
clean_theta,0,3,timeout,90.00999999991816,0,0,1
clean_theta,0,4,timeout,90.00999999991814,0,0,1
clean_theta,0,5,reached_goal,45.98999999995817,1,0,0
clean_theta,0,6,reached_goal,45.43999999995867,1,0,0
clean_theta,0,7,reached_goal,50.469999999954155,1,0,0
clean_theta,0,8,reached_goal,77.21999999992977,1,0,0
clean_theta,0,9,reached_goal,46.32999999995786,1,0,0
clean_theta,2,0,reached_goal,56.70999999999729,1,0,0
clean_theta,2,1,reached_goal,65.59000000002837,1,0,0
clean_theta,2,2,timeout,90.00999999992622,0,0,1
clean_theta,2,3,reached_goal,46.22999999995798,1,0,0
clean_theta,2,4,reached_goal,45.77999999995836,1,0,0
clean_theta,2,5,reached_goal,82.71999999992477,1,0,0
clean_theta,2,6,timeout,90.00999999991814,0,0,1
clean_theta,2,7,timeout,90.0099999999182,0,0,1
clean_theta,2,8,timeout,90.00999999991814,0,0,1
clean_theta,2,9,reached_goal,45.88999999995826,1,0,0
clean_theta,4,0,reached_goal,46.37999999999934,1,0,0
clean_theta,4,1,reached_goal,47.1500000000116,1,0,0
clean_theta,4,2,timeout,90.0099999999671,0,0,1
clean_theta,4,3,reached_goal,77.15999999992985,1,0,0
clean_theta,4,4,reached_goal,53.2199999999516,1,0,0
clean_theta,4,5,timeout,90.00999999991814,0,0,1
clean_theta,4,6,timeout,90.00999999991814,0,0,1
clean_theta,4,7,reached_goal,46.02999999995819,1,0,0
clean_theta,4,8,reached_goal,55.12999999994986,1,0,0
clean_theta,4,9,timeout,90.00999999991814,0,0,1
clean_theta,6,0,reached_goal,46.0799999999994,1,0,0
clean_theta,6,1,timeout,90.00000000002181,0,0,1
clean_theta,6,2,reached_goal,46.21999999995796,1,0,0
clean_theta,6,3,reached_goal,70.92999999993549,1,0,0
clean_theta,6,4,timeout,90.00999999991816,0,0,1
clean_theta,6,5,timeout,90.00999999991814,0,0,1
clean_theta,6,6,reached_goal,45.50999999995861,1,0,0
clean_theta,6,7,reached_goal,48.029999999956374,1,0,0
clean_theta,6,8,timeout,90.00999999991814,0,0,1
clean_theta,6,9,reached_goal,48.47999999995591,1,0,0
clean_theta,42,0,reached_goal,53.86999999999785,1,0,0
clean_theta,42,1,reached_goal,45.99000000001633,1,0,0
clean_theta,42,2,reached_goal,45.8199999999983,1,0,0
clean_theta,42,3,reached_goal,45.72999999995841,1,0,0
clean_theta,42,4,reached_goal,49.01999999995542,1,0,0
clean_theta,42,5,reached_goal,59.509999999945904,1,0,0
clean_theta,42,6,timeout,90.00999999991814,0,0,1
clean_theta,42,7,reached_goal,76.39999999993051,1,0,0
clean_theta,42,8,reached_goal,49.07999999995542,1,0,0
clean_theta,42,9,reached_goal,65.31999999994059,1,0,0
